"filename","restoration_type","eBird_codes","bout","song","call","begin_time_in_s","end_time_in_s","low_freq_in_Hz","high_freq_in_Hz","peak_freq_in_Hz","center_freq_in_Hz","delta_freq_in_Hz","BW_90_in_Hz","delta_time_in_s","dur_90_in_s","min_amp","max_amp","peak_amp"
"OLCAP3B_20200312_182000_10-20","Benchmark","MWTH","bout 2",1,0,6.38164718,8.1598343,1159.9,1829.5,1406.25,1406.25,669.689,375,1.7782,1.2213,-1313,1392,1392
"OLCAP3B_20200312_182000_20-30","Benchmark","MWTH","bout 1",1,0,0,1.74720826,1293.3,1987.3,1781.25,1781.25,693.964,375,1.7472,1.008,-3604,3513,3604
"OLCAP3B_20200312_182000_20-30","Benchmark","MWTH","bout 2",1,0,2.88723066,4.2812798,883.2,1829.5,1406.25,1406.25,946.314,468.75,1.394,1.136,-1328,1449,1449
"OLCAP3B_20200312_182000_20-30","Benchmark","MWTH","bout 3",1,0,5.06194732,6.31349366,1387.9,2018.8,1593.75,1687.5,630.876,187.5,1.2515,0.752,-2025,1969,2025
"OLCAP3B_20200312_182000_20-30","Benchmark","MWTH","bout 4",1,0,7.16851047,9.99997917,1009.4,1734.9,1593.75,1406.25,725.507,281.25,2.8315,1.7333,-1459,1514,1514
"OLCAP3B_20200321_174000_110-120","Benchmark","MWTH","bout 1",1,0,1.133826634,2.868643342,1204.5,2141.3,1687.5,1593.75,936.803,750,1.7348,1.5787,-794,901,901
"OLCAP3B_20200321_174000_110-120","Benchmark","MWTH","bout 2",1,0,4.045840394,5.148688158,1249.1,2096.7,1500,1593.75,847.584,562.5,1.1028,0.96,-910,1083,1083
"OLCAP3B_20200321_174000_110-120","Benchmark","MWTH","bout 3",1,0,5.76206978,6.92067951,1419.5,2018.8,1593.75,1687.5,599.332,375,1.1586,1.0133,-1274,1136,1274
"OLCAP3B_20200321_174000_110-120","Benchmark","MWTH","bout 4",1,0,8.364294842,9.683994695,1387.9,1955.7,1593.75,1781.25,567.788,375,1.3197,1.0187,-1032,1096,1096
"OLCAP3B_20200321_174000_120-130","Benchmark","MWTH","bout 1",1,0,1.50557307,3.45724187,1009.4,1892.6,1687.5,1593.75,883.226,656.25,1.9517,1.616,-1080,1074,1080
"OLCAP3B_20200321_174000_120-130","Benchmark","MWTH","bout 2",1,0,5.93555145,7.05079076,1608.7,2460.4,1781.25,1968.75,851.683,468.75,1.1152,0.896,-1063,997,1063
"OLCAP3B_20200321_174000_120-130","Benchmark","MWTH","bout 3",1,0,8.93430605,9.99997917,1261.8,2365.8,1875,1875,1104.033,562.5,1.0657,0.9067,-907,1044,1044
"OLCAP3B_20200321_174000_130-140","Benchmark","MWTH","bout 1",1,0,1.40024491,2.60842084,1324.8,2018.8,1781.25,1781.25,693.964,375,1.2082,0.8267,-967,878,967
"OLCAP3B_20200321_174000_130-140","Benchmark","MWTH","bout 2",1,0,5.07433887,6.84013445,1198.7,2208.1,1687.5,1687.5,1009.402,562.5,1.7658,1.5947,-861,871,871
"OLCAP3B_20200321_174000_130-140","Benchmark","MWTH","bout 3",1,0,7.98015686,9.16974546,1261.8,2145,1968.75,1968.75,883.226,656.25,1.1896,1.04,-932,894,932
"OLCAP3B_20200321_174000_140-150","Benchmark","MWTH","bout 1",1,0,0,1.15860973,1387.9,1987.3,1781.25,1687.5,599.332,375,1.1586,1.0827,-809,840,840
"OLCAP3B_20200321_174000_140-150","Benchmark","MWTH","bout 2",1,0,2.03221386,3.99007843,1072.5,1955.7,1781.25,1687.5,883.226,562.5,1.9579,1.4773,-1109,1078,1109
"OLCAP3B_20200321_174000_140-150","Benchmark","MWTH","bout 3",1,0,5.55141347,6.9950288,1230.2,1892.6,1593.75,1687.5,662.42,375,1.4436,1.1467,-970,1003,1003
"OLCAP3B_20200321_174000_150-160","Benchmark","MWTH","bout 1",1,0,0.42131263,1.57372659,1608.7,2460.4,1968.75,1968.75,851.683,562.5,1.1524,0.8693,-893,843,893
"OLCAP3B_20200510_163500_140-150","Benchmark","MWTH","bout 1",1,0,0,0.6815351,936.8,1472.1,1218.75,1312.5,535.316,281.25,0.6815,0.5173,-6275,7260,7260
"OLCAP3B_20200510_163500_140-150","Benchmark","MWTH","bout 2",1,0,2.5092885,4.6530262,725.5,1577.2,1312.5,1312.5,851.683,281.25,2.1437,1.904,-5412,4533,5412
"OLCAP3B_20200510_163500_140-150","Benchmark","MWTH","bout 3",1,0,6.0904458,9.6530158,630.9,2239.6,1687.5,1687.5,1608.734,843.75,3.5626,2.288,-3299,3145,3299
"OLCAP3B_20200510_163500_170-180","Benchmark","MWTH","bout 1",1,0,1.6852505,6.1090331,1009.4,1987.3,1687.5,1687.5,977.858,656.25,4.4238,3.4827,-3520,4008,4008
"OLCAP3B_20200510_163500_180-190","Benchmark","MWTH","bout 1",1,0,2.1437378,4.0396446,1009.4,1829.5,1500,1500,820.139,562.5,1.8959,1.6587,-5817,5847,5847
"OLCAP3B_20200510_163500_180-190","Benchmark","MWTH","bout 2",1,0,6.6914359,9.6839947,694,2081.9,1312.5,1312.5,1387.927,1125,2.9926,2.4533,-5552,5740,5740
"OLCAP3B_20200510_163500_190-200","Benchmark","MWTH","bout 1",1,0,1.2391548,3.9900784,662.4,2239.6,1593.75,1593.75,1577.19,1125,2.7509,2.1333,-3604,3823,3823
"OLCAP3B_20200510_163500_190-200","Benchmark","MWTH","bout 2",1,0,7.5526485,9.2007243,914.8,2050.3,1125,1218.75,1135.577,843.75,1.6481,1.4453,-4516,4495,4516
"OLCAP3B_20200510_163500_200-210","Benchmark","MWTH","bout 1",1,0,4.7769417,5.7682656,1261.8,1766.5,1500,1500,504.701,187.5,0.9913,0.8053,-5625,6156,6156
"OLCAP3B_20200510_163500_200-210","Benchmark","MWTH","bout 2",1,0,6.2887106,7.7447174,977.9,1451,1218.75,1218.75,473.157,187.5,1.456,1.2213,-5196,5234,5234
"OLCAP3B_20200510_163500_200-210","Benchmark","MWTH","bout 3",1,0,8.0792892,9.3308356,1482.6,2018.8,1687.5,1687.5,536.245,281.25,1.2515,0.8107,-3432,4411,4411
"OLCAP3B_20200510_164500_60-70","Benchmark","MWTH","bout 1",1,0,0.9479534,1.561335,1167.1,1608.7,1406.25,1406.25,441.613,281.25,0.6134,0.496,-4796,5038,5038
"OLCAP3B_20200510_164500_60-70","Benchmark","MWTH","bout 2",1,0,2.5092885,3.8723587,1009.4,1640.3,1406.25,1312.5,630.876,375,1.3631,1.0507,-4948,4685,4948
"OLCAP3B_20200510_164500_60-70","Benchmark","MWTH","bout 3",1,0,4.7831375,5.892181,1324.8,1861.1,1593.75,1687.5,536.245,281.25,1.109,0.88,-2989,3526,3526
"OLCAP3B_20200510_164500_60-70","Benchmark","MWTH","bout 4",1,0,8.9962638,9.9999792,1135.6,1482.6,1312.5,1312.5,346.982,187.5,1.0037,0.896,-1645,1651,1651
"OLCAP3B_20200510_164500_70-80","Benchmark","MWTH","bout 1",1,0,3.8289883,4.8822699,1167.1,1829.5,1500,1500,662.42,375,1.0533,0.8373,-1070,1182,1182
"OLCAP3B_20200510_164500_70-80","Benchmark","MWTH","bout 2",1,0,5.3035825,8.2713582,914.8,1987.3,1687.5,1687.5,1072.489,562.5,2.9678,1.904,-1486,1499,1499
"OLCAP3B_20200510_164500_80-90","Benchmark","MWTH","bout 1",1,0,1.0099112,2.3048279,1135.6,1577.2,1312.5,1312.5,441.613,187.5,1.2949,1.0347,-1984,1938,1984
"OLCAP3B_20200510_164500_80-90","Benchmark","MWTH","bout 2",1,0,5.0681431,7.8562414,820.1,2365.8,1781.25,1593.75,1545.646,656.25,2.7881,2.288,-4305,2724,4305
"OLCAP3B_20200510_164500_90-100","Benchmark","MWTH","bout 1",1,0,0,0.7744717,883.2,1514.1,1218.75,1218.75,630.876,187.5,0.7745,0.544,-3424,3651,3651
"OLCAP3B_20200510_164500_90-100","Benchmark","MWTH","bout 2",1,0,1.6047055,3.2837602,1009.4,1671.8,1218.75,1312.5,662.42,281.25,1.6791,0.9867,-4445,5600,5600
"OLCAP3B_20200510_164500_90-100","Benchmark","MWTH","bout 3",1,0,8.413861,9.7149736,1230.2,1798,1500,1500,567.788,281.25,1.3011,0.9813,-3187,3461,3461
"OLCAP3B_20200510_164500_100-110","Benchmark","MWTH","bout 1",1,0,0,2.9677757,1009.4,2081.9,1781.25,1593.75,1072.489,656.25,2.9678,1.8453,-2891,3059,3059
"OLCAP3B_20200510_164500_100-110","Benchmark","MWTH","bout 2",1,0,5.2416248,6.5675204,1135.6,1482.6,1312.5,1312.5,346.982,187.5,1.3259,1.0987,-4735,3780,4735
"OLCAP3B_20200510_164500_100-110","Benchmark","MWTH","bout 3",1,0,9.0582215,9.9999792,851.7,1545.6,1312.5,1312.5,693.964,375,0.9418,0.7093,-3563,3654,3654
"OLCAP3B_20200510_164500_110-120","Benchmark","MWTH","bout 1",1,0,0,1.8959068,977.9,2271.2,1593.75,1875,1293.296,562.5,1.8959,1.5147,-3710,3792,3792
"OLCAP3B_20200510_164500_110-120","Benchmark","MWTH","bout 2",1,0,3.7112686,6.8401344,1104,1987.3,1687.5,1687.5,883.226,562.5,3.1289,2.0053,-3247,3586,3586
"OLCAP3B_20200510_164500_110-120","Benchmark","MWTH","bout 3",1,0,9.5786665,9.9999792,1135.6,1577.2,1312.5,1312.5,441.613,187.5,0.4213,0.336,-2379,2572,2572
"OLCAP3B_20200510_164500_120-130","Benchmark","MWTH","bout 1",1,0,0,0.8426253,1104,1577.2,1312.5,1312.5,473.157,187.5,0.8426,0.736,-3600,3367,3600
"OLCAP3B_20200510_164500_120-130","Benchmark","MWTH","bout 2",1,0,5.1982544,6.3258852,1230.2,1829.5,1500,1500,599.332,281.25,1.1276,0.8747,-6294,7615,7615
"OLCAP3B_20200510_164500_130-140","Benchmark","MWTH","bout 1",1,0,2.1623251,3.8847503,1072.5,1829.5,1312.5,1312.5,757.051,375,1.7224,1.344,-2966,3119,3119
"OLCAP3B_20200510_164500_130-140","Benchmark","MWTH","bout 2",1,0,6.5799119,7.8438498,1135.6,1545.6,1312.5,1312.5,410.069,187.5,1.2639,1.1147,-5175,4971,5175
"OLCAP3B_20200510_164500_140-150","Benchmark","MWTH","bout 1",1,0,0.3097887,3.0297335,851.7,2365.8,1593.75,1593.75,1514.102,843.75,2.7199,2.3947,-5322,4741,5322
"OLCAP3B_20200510_164500_140-150","Benchmark","MWTH","bout 2",1,0,5.4151064,8.5067976,1104,1987.3,1687.5,1593.75,883.226,468.75,3.0917,2.144,-1717,1518,1717
"OLCAP3B_20200510_164500_150-160","Benchmark","MWTH","bout 1",1,0,0.5266408,1.7472083,1072.5,1798,1312.5,1406.25,725.507,375,1.2206,0.9547,-1054,929,1054
"OLCAP3B_20200510_164500_150-160","Benchmark","MWTH","bout 2",1,0,4.907053,7.701347,914.8,2018.8,1875,1687.5,1104.033,750,2.7943,2.3147,-1477,1549,1549
"OLCAP3B_20200510_164500_160-170","Benchmark","MWTH","bout 1",1,0,1.8277533,2.8314687,1009.4,1829.5,1500,1500,820.139,468.75,1.0037,0.8533,-777,812,812
"OLCAP3B_20200510_164500_160-170","Benchmark","MWTH","bout 2",1,0,3.2156067,3.6245278,977.9,1514.1,1218.75,1218.75,536.245,187.5,0.4089,0.2933,-803,949,949
"OLCAP3B_20200510_164500_160-170","Benchmark","MWTH","bout 3",1,0,3.9962742,6.276319,1009.4,2050.3,1687.5,1687.5,1040.945,656.25,2.28,1.888,-3633,3037,3633
"OLCAP3B_20200510_164500_170-180","Benchmark","MWTH","bout 1",1,0,2.1871082,3.8351841,1104,1798,1312.5,1406.25,693.964,375,1.6481,1.1893,-1209,1429,1429
"OLCAP3B_20200510_164500_170-180","Benchmark","MWTH","bout 2",1,0,6.4559965,9.237899,883.2,2334.2,1593.75,1687.5,1451.015,1031.25,2.7819,2.2507,-5126,6091,6091
"OLCAP3B_20200510_164500_180-190","Benchmark","MWTH","bout 1",1,0,0.8054506,1.3630703,851.7,1545.6,1406.25,1406.25,693.964,375,0.5576,0.304,-1434,1655,1655
"OLCAP3B_20200510_164500_180-190","Benchmark","MWTH","bout 2",1,0,1.8711237,2.6703786,883.2,1419.5,1218.75,1125,536.245,281.25,0.7993,0.6667,-1679,1745,1745
"OLCAP3B_20200510_164500_180-190","Benchmark","MWTH","bout 3",1,0,3.3085433,3.6121362,1324.8,1734.9,1500,1593.75,410.069,187.5,0.3036,0.1973,-1797,1746,1797
"OLCAP3B_20200510_164500_180-190","Benchmark","MWTH","bout 4",1,0,4.2255178,4.6716136,820.1,1135.6,1031.25,1031.25,315.438,93.75,0.4461,0.3253,-1497,1697,1697
"OLCAP3B_20200510_164500_180-190","Benchmark","MWTH","bout 5",1,0,5.1239051,7.4721034,1040.9,2113.4,1687.5,1687.5,1072.489,656.25,2.3482,2,-2465,2200,2465
"OLCAP3B_20200510_164500_190-200","Benchmark","MWTH","bout 1",1,0,0.384138,4.0706235,946.3,2239.6,1312.5,1406.25,1293.296,750,3.6865,2.8747,-3860,4303,4303
"OLCAP3B_20200510_164500_190-200","Benchmark","MWTH","bout 2",1,0,6.1647951,9.9999792,946.3,2239.6,1875,1500,1293.296,656.25,3.8352,2.896,-5623,7123,7123
"OLCAP3B_20200510_164500_200-210","Benchmark","MWTH","bout 1",1,0,2.3791772,6.2267528,946.3,2365.8,1406.25,1406.25,1419.471,656.25,3.8476,2.8907,-3475,3645,3645
"OLCAP3B_20200510_164500_200-210","Benchmark","MWTH","bout 2",1,0,8.4510357,9.9999792,914.8,1861.1,1500,1500,946.314,468.75,1.5489,1.1467,-6368,5932,6368
"OLCAP3B_20200510_164500_210-220","Benchmark","MWTH","bout 1",1,0,2.5898335,4.3184544,1167.1,2113.4,1875,1781.25,946.314,656.25,1.7286,1.456,-5423,5367,5423
"OLCAP3B_20200510_164500_220-230","Benchmark","MWTH","bout 1",1,0,2.6270082,5.2478205,1230.2,2334.2,1781.25,1781.25,1104.033,468.75,2.6208,2,-4416,4984,4984
"OLCAP3B_20200510_164500_220-230","Benchmark","MWTH","bout 2",1,0,8.2961413,9.9999792,1009.4,1734.9,1406.25,1406.25,725.507,187.5,1.7038,1.072,-5056,5263,5263
"OLCAP3B_20200510_164500_230-240","Benchmark","MWTH","bout 1",1,0,0,2.0384096,1104,2428.9,1406.25,1406.25,1324.839,843.75,2.0384,1.7493,-5634,5595,5634
"OLCAP3B_20200510_164500_230-240","Benchmark","MWTH","bout 2",1,0,5.0371642,6.6666528,914.8,1892.6,1406.25,1500,977.858,468.75,1.6295,1.1147,-5315,4521,5315
"OLCAP3B_20200510_164500_230-240","Benchmark","MWTH","bout 3",1,0,8.7608244,9.9999792,1135.6,2113.4,1593.75,1593.75,977.858,562.5,1.2392,1.088,-2648,2465,2648
"OLCAP3B_20200510_165000_80-90","Benchmark","MWTH","bout 1",1,0,2.3172195,3.3209348,1230.2,1766.5,1500,1500,536.245,375,1.0037,0.8693,-1776,1856,1856
"OLCAP3B_20200510_165000_80-90","Benchmark","MWTH","bout 2",1,0,3.7360517,4.1077981,1040.9,1451,1218.75,1218.75,410.069,281.25,0.3717,0.32,-1193,1687,1687
"OLCAP3B_20200510_165000_80-90","Benchmark","MWTH","bout 3",1,0,4.5043277,6.6294781,1072.5,1955.7,1687.5,1687.5,883.226,656.25,2.1252,1.8187,-1799,1571,1799
"OLCAP3B_20200510_165000_80-90","Benchmark","MWTH","bout 4",1,0,8.9033272,9.9999792,1104,1545.6,1312.5,1312.5,441.613,187.5,1.0967,0.9707,-1940,2184,2184
"OLCAP3B_20200510_165000_90-100","Benchmark","MWTH","bout 1",1,0,2.4845054,5.2478205,851.7,2397.3,1593.75,1593.75,1545.646,843.75,2.7633,2.3787,-5038,5358,5358
"OLCAP3B_20200510_165000_90-100","Benchmark","MWTH","bout 2",1,0,7.0136161,9.9999792,1040.9,2050.3,1687.5,1687.5,1009.402,468.75,2.9864,2.0533,-5842,6542,6542
"OLCAP3B_20200510_165000_100-110","Benchmark","MWTH","bout 1",1,0,2.2552617,3.6864855,1135.6,1545.6,1312.5,1312.5,410.069,187.5,1.4312,1.1253,-1610,1709,1709
"OLCAP3B_20200510_165000_100-110","Benchmark","MWTH","bout 2",1,0,6.2081655,9.0830046,851.7,2365.8,1593.75,1593.75,1514.102,843.75,2.8748,2.4,-1970,1819,1970
"OLCAP3B_20200510_165000_110-120","Benchmark","MWTH","bout 1",1,0,3.6555066,6.4559965,914.8,2302.7,1593.75,1875,1387.927,656.25,2.8005,1.7653,-1889,2200,2200
"OLCAP3B_20200510_165000_110-120","Benchmark","MWTH","bout 2",1,0,8.7298455,9.9999792,1104,1861.1,1312.5,1500,757.051,281.25,1.2701,1.008,-1754,1685,1754
"OLCAP3B_20200510_165000_120-130","Benchmark","MWTH","bout 1",1,0,0,0.3159845,1135.6,1482.6,1312.5,1312.5,346.982,187.5,0.316,0.2773,-1447,1592,1592
"OLCAP3B_20200510_165000_120-130","Benchmark","MWTH","bout 2",1,0,0.7063182,1.7657956,1482.6,1987.3,1687.5,1687.5,504.701,187.5,1.0595,0.7627,-2320,4501,4501
"OLCAP3B_20200510_165000_120-130","Benchmark","MWTH","bout 3",1,0,4.7025924,5.9975092,1135.6,1608.7,1312.5,1312.5,473.157,187.5,1.2949,1.1093,-2106,2042,2106
"OLCAP3B_20200510_165000_120-130","Benchmark","MWTH","bout 4",1,0,8.6864751,9.9999792,851.7,1987.3,1406.25,1312.5,1135.577,750,1.3135,1.056,-6144,3667,6144
"OLCAP3B_20200510_165000_130-140","Benchmark","MWTH","bout 1",1,0,0,1.4436153,1387.9,2334.2,1593.75,1781.25,946.314,375,1.4436,1.2587,-2335,2528,2528
"OLCAP3B_20200510_165000_130-140","Benchmark","MWTH","bout 2",1,0,3.5935489,6.5675204,1072.5,1987.3,1687.5,1593.75,914.77,468.75,2.974,1.9627,-1975,2352,2352
"OLCAP3B_20200510_165000_130-140","Benchmark","MWTH","bout 3",1,0,9.3989891,9.9999792,1135.6,1545.6,1312.5,1312.5,410.069,187.5,0.601,0.5067,-1439,1432,1439
"OLCAP3B_20200510_165000_140-150","Benchmark","MWTH","bout 1",1,0,0,0.7063182,1104,1545.6,1312.5,1312.5,441.613,187.5,0.7063,0.576,-5949,4852,5949
"OLCAP3B_20200510_165000_140-150","Benchmark","MWTH","bout 2",1,0,2.850056,5.7992444,820.1,2397.3,1593.75,1593.75,1577.19,750,2.9492,2.448,-5995,6060,6060
"OLCAP3B_20200510_165000_140-150","Benchmark","MWTH","bout 3",1,0,7.2924259,7.5898231,1072.5,1608.7,1406.25,1312.5,536.245,187.5,0.2974,0.2293,-1872,1923,1923
"OLCAP3B_20200510_165000_140-150","Benchmark","MWTH","bout 4",1,0,8.277554,9.1201793,883.2,1387.9,1125,1125,504.701,281.25,0.8426,0.688,-3424,3881,3881
"OLCAP3B_20200510_165000_140-150","Benchmark","MWTH","bout 5",1,0,9.7335609,9.9999792,1324.8,1734.9,1593.75,1593.75,410.069,187.5,0.2664,0.208,-4322,4348,4348
"OLCAP3B_20200510_165000_150-160","Benchmark","MWTH","bout 1",1,0,1.6976421,4.1573643,1040.9,2113.4,1687.5,1687.5,1072.489,562.5,2.4597,2.0053,-6887,6250,6887
"OLCAP3B_20200510_165000_150-160","Benchmark","MWTH","bout 2",1,0,6.8835049,9.9999792,946.3,2365.8,1312.5,1406.25,1419.471,375,3.1165,1.984,-4441,5266,5266
"OLCAP3B_20200510_165000_160-170","Benchmark","MWTH","bout 1",1,0,0,0.6505563,1671.8,2145,1875,1875,473.157,93.75,0.6506,0.464,-2759,2618,2759
"OLCAP3B_20200510_165000_160-170","Benchmark","MWTH","bout 2",1,0,2.5960293,3.0483208,820.1,1577.2,1406.25,1406.25,757.051,281.25,0.4523,0.24,-2195,2149,2195
"OLCAP3B_20200510_165000_160-170","Benchmark","MWTH","bout 3",1,0,3.5687658,4.3989995,914.8,1387.9,1125,1125,473.157,281.25,0.8302,0.6987,-3694,3613,3694
"OLCAP3B_20200510_165000_160-170","Benchmark","MWTH","bout 4",1,0,5.1858628,5.5204346,1324.8,1766.5,1593.75,1593.75,441.613,187.5,0.3346,0.192,-4664,5378,5378
"OLCAP3B_20200510_165000_160-170","Benchmark","MWTH","bout 5",1,0,7.1127485,9.7831271,1104,2176.5,1687.5,1687.5,1072.489,656.25,2.6704,2.0693,-6909,6591,6909
"OLCAP3B_20200510_165000_170-180","Benchmark","MWTH","bout 1",1,0,2.6455955,6.4869753,914.8,2302.7,1406.25,1406.25,1387.927,656.25,3.8414,2.9653,-6041,5706,6041
"OLCAP3B_20200510_165000_180-190","Benchmark","MWTH","bout 1",1,0,1.6790547,3.097887,1230.2,1955.7,1500,1500,725.507,187.5,1.4188,0.8853,-3880,4235,4235
"OLCAP3B_20200510_165000_180-190","Benchmark","MWTH","bout 2",1,0,7.1437274,8.2713582,1167.1,1829.5,1500,1500,662.42,375,1.1276,0.9067,-2452,2659,2659
"OLCAP3B_20200510_165000_180-190","Benchmark","MWTH","bout 3",1,0,8.717454,9.0768088,977.9,1482.6,1218.75,1218.75,504.701,281.25,0.3594,0.288,-2257,2793,2793
"OLCAP3B_20200510_165000_180-190","Benchmark","MWTH","bout 4",1,0,9.5910581,9.9999792,1040.9,1451,1218.75,1218.75,410.069,93.75,0.4089,0.1867,-1992,2098,2098
"OLCAP3B_20200510_165000_190-200","Benchmark","MWTH","bout 1",1,0,0,1.8215575,1040.9,2018.8,1687.5,1687.5,977.858,562.5,1.8216,1.6747,-2957,2857,2957
"OLV110U_20200507_162000_30-40","Passive","MWTH","bout 1",1,0,0,1.945473023,1070.6,1784.4,1500,1500,713.755,468.75,1.9455,1.6533,-1656,2109,2109
"OLV110U_20200507_162000_30-40","Passive","MWTH","bout 2",1,0,3.438654546,4.882269878,1070.6,1962.8,1781.25,1687.5,892.193,468.75,1.4436,1.088,-824,865,865
"OLV110U_20200507_162000_30-40","Passive","MWTH","bout 3",1,0,6.344472532,8.624517348,1026,2052,1593.75,1593.75,1026.022,656.25,2.28,1.9413,-885,849,885
"OLV110U_20200507_162000_40-50","Passive","MWTH","bout 1",1,0,0,0.81164639,1026,1784.4,1593.75,1593.75,758.364,468.75,0.8116,0.5227,-926,816,926
"OLV110U_20200507_162000_40-50","Passive","MWTH","bout 2",1,0,1.28872098,2.58363774,713.8,1873.6,1593.75,1593.75,1159.851,750,1.2949,1.104,-817,821,821
"OLV110U_20200507_162500_220-230","Passive","MWTH","bout 1",1,0,1.20817592,3.50680806,1115.2,2007.4,1500,1500,892.193,281.25,2.2986,1.1307,-1202,1213,1213
"OLV110U_20200507_162500_220-230","Passive","MWTH","bout 2",1,0,6.15859931,7.79428364,1070.6,2230.5,1687.5,1781.25,1159.851,468.75,1.6357,0.9867,-1631,1799,1799
"OLV110U_20200507_162500_220-230","Passive","MWTH","bout 3",1,0,8.22179204,9.61584118,981.4,1873.6,1500,1500,892.193,187.5,1.394,0.5973,-2447,2543,2543
"OLV110U_20200507_162500_230-240","Passive","MWTH","bout 1",1,0,0,2.93679686,624.5,2007.4,1687.5,1593.75,1382.9,375,2.9368,2.4,-6369,5724,6369
"OLV110U_20200507_162500_230-240","Passive","MWTH","bout 2",1,0,4.32465022,6.80915558,758.4,2007.4,1500,1500,1249.071,468.75,2.4845,0.8,-3084,2957,3084
"OLV110U_20200507_162500_230-240","Passive","MWTH","bout 3",1,0,7.27383863,8.22179204,1293.3,1955.7,1687.5,1687.5,662.42,187.5,0.948,0.5227,-2296,1911,2296
"OLV208U_20200325_183500_110-120","Passive","MWTH","bout 1",1,0,1.22056747,3.890946045,1330.9,2573,2343.75,2343.75,1242.144,750,2.6704,2,-1579,1675,1675
"OLV208U_20200325_183500_110-120","Passive","MWTH","bout 2",1,0,5.551413466,7.199489338,1353,2018.5,1781.25,1781.25,665.434,187.5,1.6481,0.8533,-1468,1505,1505
"PANMP1B_20200317_175500_140-150","Benchmark","MWTH","bout 1",0,1,7.998744179,8.97148069,5219.3,5977.7,5531.25,5625,758.364,375,0.9727,0.432,-987,1062,1062
"PANMP1B_20200317_180000_01-10","Benchmark","MWTH","bout 1",0,1,4.60346005,5.42130221,5263.9,5665.4,5437.5,5437.5,401.487,93.75,0.8178,0.32,-556,623,623
"PANMP1B_20200317_180000_01-10","Benchmark","MWTH","bout 2",0,1,7.47210339,8.27755401,5219.3,5710,5437.5,5437.5,490.706,187.5,0.8055,0.288,-1014,1106,1106
"PANMP1B_20200317_180000_10-20","Benchmark","MWTH","bout 1",0,1,0.40892108,1.11523931,5397.8,5888.5,5718.75,5625,490.706,187.5,0.7063,0.4693,-384,474,474
"PANMP1B_20200317_180000_10-20","Benchmark","MWTH","bout 2",0,1,9.33703135,9.99997917,5263.9,5754.6,5531.25,5531.25,490.706,187.5,0.6629,0.3733,-575,725,725
"PANMP1B_20200317_180000_30-40","Benchmark","MWTH","bout 1",0,1,2.6889659,3.33332639,5263.9,5710,5437.5,5531.25,446.097,187.5,0.6444,0.368,-546,529,546
"PANMP2B_20200317_162500_10-20","Benchmark","MWTH","bout 1",0,1,2.794294055,3.705072826,5219.3,5888.5,5531.25,5531.25,669.145,281.25,0.9108,0.336,-840,687,840
"PANMP2B_20200317_162500_10-20","Benchmark","MWTH","bout 2",0,1,6.833938675,7.565040002,5353.2,5754.6,5531.25,5531.25,401.487,187.5,0.7311,0.3093,-1181,1185,1185
"PANMP2B_20200317_162500_20-30","Benchmark","MWTH","bout 1",0,1,2.73853209,3.50680806,5362.4,5835.6,5531.25,5531.25,473.157,187.5,0.7683,0.3627,-858,1013,1013
"PANMP2B_20200317_162500_20-30","Benchmark","MWTH","bout 2",0,1,8.43864413,9.21931165,5330.9,5741,5531.25,5531.25,410.069,187.5,0.7807,0.3573,-811,1033,1033
"PANMP2B_20200317_162500_30-40","Benchmark","MWTH","bout 1",0,1,2.63320393,3.43245877,5299.4,5709.4,5531.25,5531.25,410.069,187.5,0.7993,0.4107,-836,830,836
"PANMP2B_20200317_162500_30-40","Benchmark","MWTH","bout 2",0,1,8.55016806,9.26887784,5204.7,5709.4,5437.5,5531.25,504.701,281.25,0.7187,0.4053,-498,651,651
"PANMP2B_20200317_162500_40-50","Benchmark","MWTH","bout 1",0,1,4.15736433,4.99998958,5330.9,5867.1,5625,5531.25,536.245,187.5,0.8426,0.336,-741,772,772
"PANMP2B_20200317_164000_110-120","Benchmark","MWTH","bout 1",0,1,4.68400511,5.43988953,5299.4,5804.1,5531.25,5531.25,504.701,187.5,0.7559,0.3573,-671,745,745
"PANMP2B_20200317_164000_120-130","Benchmark","MWTH","bout 1",0,1,0.12391548,0.83642948,5236.3,5804.1,5531.25,5531.25,567.788,187.5,0.7125,0.4427,-616,754,754
"PANMP2B_20200317_164000_120-130","Benchmark","MWTH","bout 2",0,1,6.27012325,7.00122457,5299.4,5741,5531.25,5531.25,441.613,187.5,0.7311,0.4053,-483,594,594
"PANMP2B_20200317_164000_130-140","Benchmark","MWTH","bout 1",0,1,1.12763086,1.85873219,5299.4,5709.4,5531.25,5531.25,410.069,187.5,0.7311,0.4267,-556,531,556
"PANMP2B_20200317_164000_130-140","Benchmark","MWTH","bout 2",0,1,6.36305985,7.08176963,5236.3,5741,5531.25,5531.25,504.701,281.25,0.7187,0.3733,-623,675,675
"PANMP2B_20200317_164000_140-150","Benchmark","MWTH","bout 1",0,1,0.71870978,1.4993773,5299.4,5646.3,5437.5,5437.5,346.982,187.5,0.7807,0.384,-435,544,544
"PANMP2B_20200317_164000_140-150","Benchmark","MWTH","bout 2",0,1,5.24162477,6.00990074,5330.9,5677.9,5531.25,5531.25,346.982,187.5,0.7683,0.432,-455,484,484
