"filename","restoration_type","eBird_codes","bout","song","call","begin_time_in_s","end_time_in_s","low_freq_in_Hz","high_freq_in_Hz","peak_freq_in_Hz","center_freq_in_Hz","delta_freq_in_Hz","BW_90_in_Hz","delta_time_in_s","dur_90_in_s","min_amp","max_amp","peak_amp"
"OLCAP3B_20200510_062500_160-170","Benchmark","BNMO","bout 1",1,0,1.02103748,2.36385646,2498.141,4907.063,3843.75,3562.5,2408.922,1875,1.3428,1.0293,-2678,2685,2685
"OLCAP3B_20200510_062500_160-170","Benchmark","BNMO","bout 2",1,0,3.73761598,4.76484156,2498.141,4817.844,3937.5,3750,2319.703,1781.25,1.0272,0.8907,-2533,2060,2533
"OLCAP3B_20200510_062500_160-170","Benchmark","BNMO","bout 3",1,0,7.14107423,8.48389322,2364.312,5040.892,4125,3937.5,2676.58,1968.75,1.3428,1.136,-2314,1667,2314
"OLCAP3B_20200510_062500_170-180","Benchmark","BNMO","bout 1",1,0,0.06806917,1.39851194,2230.483,4773.234,3093.75,3750,2542.751,1687.5,1.3304,1.0027,-4691,4941,4941
"OLCAP3B_20200510_062500_170-180","Benchmark","BNMO","bout 2",1,0,2.56806396,3.89231862,2052.045,4728.625,4125,3750,2676.58,1781.25,1.3243,0.96,-2071,1915,2071
"OLCAP3B_20200510_062500_170-180","Benchmark","BNMO","bout 3",1,0,6.00865085,7.35146983,2230.483,4862.454,3562.5,3750,2631.97,1687.5,1.3428,0.992,-2325,2579,2579
"UPMAP1B_20200324_093500_100-110","Benchmark","BNMO","bout 1",0,1,0.297029084,0.748760816,2196.891,7461.14,6562.5,6750,5264.249,1500,0.4517,0.1067,-5947,6308,6308
"UPMAP1B_20200324_093500_100-110","Benchmark","BNMO","bout 2",0,1,0.928215888,1.491333527,2155.44,7419.689,7125,7031.25,5264.249,1312.5,0.5631,0.1173,-6383,7523,7523
"UPMAP1B_20200324_093500_100-110","Benchmark","BNMO","bout 3",0,1,2.190589496,2.642321228,2031.088,7378.238,7125,6750,5347.15,1593.75,0.4517,0.1173,-5225,4794,5225
"UPMAP1B_20200324_093500_100-110","Benchmark","BNMO","bout 4",0,1,3.985140212,4.374990885,1989.637,8082.902,7593.75,7406.25,6093.264,4312.5,0.3899,0.2293,-1541,1467,1541
"UPMAP1B_20200324_094000_200-210","Benchmark","BNMO","bout 1",0,1,3.743804082,4.102714225,1962.825,7628.253,7406.25,6843.75,5665.428,1687.5,0.3589,0.1173,-2823,2904,2904
"UPMAP1B_20200324_094000_200-210","Benchmark","BNMO","bout 2",0,1,5.606423963,6.05196759,2007.435,7360.595,7125,6562.5,5353.16,1125,0.4455,0.1013,-4111,3973,4111
"UPMAP1B_20200324_094000_200-210","Benchmark","BNMO","bout 3",0,1,7.883646942,8.236368979,1918.216,7539.033,6281.25,6468.75,5620.818,1593.75,0.3527,0.128,-2833,3229,3229
"UPMAP1B_20200324_094000_200-210","Benchmark","BNMO","bout 4",0,1,8.292061933,8.719041241,2141.264,7583.643,7125,6937.5,5442.379,1406.25,0.427,0.112,-5697,5393,5697
"UPMAP1B_20200324_094000_200-210","Benchmark","BNMO","bout 5",1,0,8.84280336,9.999979167,1918.216,7583.643,7218.75,6937.5,5665.428,1312.5,1.1572,0.816,-7423,5834,7423
"UPMAP1B_20200324_094000_210-220","Benchmark","BNMO","bout 1",1,0,0.54455332,2.82796441,1026.022,8118.959,7312.5,7031.25,7092.937,1968.75,2.2834,1.968,-9444,10313,10313
"UPMAP1B_20200324_094000_210-220","Benchmark","BNMO","bout 2",1,0,3.20543887,5.3341473,1026.022,8074.349,6937.5,6937.5,7048.327,2062.5,2.1287,1.76,-8265,10083,10083
"UPMAP1B_20200324_094000_210-220","Benchmark","BNMO","bout 3",1,0,7.45666763,9.5111188,892.193,8118.959,7125,7125,7226.766,1781.25,2.0545,1.776,-12962,11528,12962
"UPMAP1B_20200324_094000_220-230","Benchmark","BNMO","bout 1",1,0,2.12252033,3.60147765,1026.022,8297.398,7406.25,7031.25,7271.375,2156.25,1.479,1.2747,-10607,10781,10781
"UPMAP1B_20200324_094000_220-230","Benchmark","BNMO","bout 2",1,0,4.69677239,6.15097728,847.584,8163.569,7312.5,7125,7315.985,1968.75,1.4542,1.264,-11095,8995,11095
"UPMAP1B_20200324_094000_220-230","Benchmark","BNMO","bout 3",1,0,8.08785444,9.17696108,1070.632,8074.349,7218.75,7218.75,7003.717,2718.75,1.0891,0.896,-8234,8416,8416
"UPMAP1B_20200324_094000_230-240","Benchmark","BNMO","bout 1",1,0,0,1.05197801,1070.632,8029.74,7593.75,7218.75,6959.108,2531.25,1.052,0.928,-9682,8720,9682
"UPMAP1B_20200324_094000_230-240","Benchmark","BNMO","bout 2",1,0,2.37004457,3.70048734,1026.022,8163.569,7218.75,7125,7137.546,2250,1.3304,1.0773,-12865,9923,12865
"UPMAP1B_20200324_094000_230-240","Benchmark","BNMO","bout 3",1,0,6.56558038,7.48760816,1115.242,8163.569,7218.75,7125,7048.327,3000,0.922,0.7147,-11484,12149,12149
"UPMAP1B_20200324_094500_160-170","Benchmark","BNMO","bout 1",0,1,2.651791254,3.159844718,1695.167,7628.253,6843.75,6656.25,5933.086,3843.75,0.5081,0.3627,-2661,2278,2661
"UPMAP1B_20200324_094500_160-170","Benchmark","BNMO","bout 2",0,1,6.790568257,7.329600591,1382.9,7583.643,7031.25,6375,6200.743,3562.5,0.539,0.3733,-4058,4229,4229
"UPMAP1B_20200324_094500_160-170","Benchmark","BNMO","bout 3",1,0,8.457231451,9.999979167,1382.9,8208.178,7031.25,7031.25,6825.279,2156.25,1.5427,1.312,-6066,7105,7105
"UPMAP1B_20200324_094500_170-180","Benchmark","BNMO","bout 1",1,0,0,0.7620802,1293.68,8074.349,7218.75,7125,6780.669,3562.5,0.7621,0.4907,-6057,5198,6057
"UPMAP1B_20200324_094500_170-180","Benchmark","BNMO","bout 2",1,0,2.63939971,3.66170241,1338.29,8252.788,7593.75,7125,6914.498,3656.25,1.0223,0.688,-4795,6305,6305
"UPMAP1B_20200324_094500_170-180","Benchmark","BNMO","bout 3",1,0,4.88226988,6.35066831,1427.509,8386.617,6750,6937.5,6959.108,3093.75,1.4684,1.0933,-7282,6904,7282
"UPMAP1B_20200324_094500_170-180","Benchmark","BNMO","bout 4",1,0,7.14992315,8.469623,1159.851,8297.398,7125,7031.25,7137.546,3093.75,1.3197,0.8907,-7776,7370,7776
"UPMAP1B_20200324_094500_170-180","Benchmark","BNMO","bout 5",1,0,9.57866654,9.99997917,1338.29,8118.959,7593.75,7218.75,6780.669,3656.25,0.4213,0.2773,-5676,5609,5676
"UPMAP1B_20200324_094500_180-190","Benchmark","BNMO","bout 1",1,0,0,0.92936609,1204.461,8208.178,7406.25,7312.5,7003.717,3187.5,0.9294,0.5067,-6649,6088,6649
"UPMAP1B_20200324_094500_180-190","Benchmark","BNMO","bout 2",0,1,3.33332639,4.00866575,1293.68,8431.227,7125,6937.5,7137.546,3750,0.6753,0.304,-4858,4367,4858
"UPMAP1B_20200324_095000_180-190","Benchmark","BNMO","bout 1",0,1,8.00493995,8.42005681,1650.558,8118.959,7781.25,7312.5,6468.401,3093.75,0.4151,0.1493,-2019,2175,2175
"PANMP1B_20200317_072000_130-140","Benchmark","BNMO","bout 1",1,0,2.087975824,3.370501033,1605.9,4282.5,3375,3281.25,2676.58,1687.5,1.2825,0.9173,-816,915,915
"PANMP1B_20200317_072000_130-140","Benchmark","BNMO","bout 2",0,1,3.469633416,4.194538969,3970.3,7539,7218.75,6843.75,3568.773,1875,0.7249,0.5387,-1252,1077,1252
"PANMP1B_20200317_072000_130-140","Benchmark","BNMO","bout 3",1,0,4.194538969,5.625762753,1739.8,4371.7,4031.25,3468.75,2631.97,1593.75,1.4312,1.2373,-1349,1637,1637
"PANMP1B_20200317_072000_130-140","Benchmark","BNMO","bout 4",0,1,6.183382409,6.833938675,3613.4,7405.2,7218.75,6843.75,3791.822,1781.25,0.6506,0.496,-1060,1134,1134
"PANMP1B_20200317_072000_130-140","Benchmark","BNMO","bout 5",1,0,7.459711844,8.959089142,1650.6,4327.1,3375,3375,2676.58,1500,1.4994,1.088,-997,1073,1073
"PANMP1B_20200317_072000_140-150","Benchmark","BNMO","bout 1",1,0,0,1.28252521,1605.9,4327.1,4031.25,3468.75,2721.19,1500,1.2825,0.9333,-1245,1413,1413
"PANMP1B_20200317_072000_140-150","Benchmark","BNMO","bout 2",1,0,6.15859931,7.67036816,1561.3,4371.7,4031.25,3468.75,2810.409,1593.75,1.5118,1.0933,-969,1173,1173
"PANMP1B_20200317_072000_140-150","Benchmark","BNMO","bout 3",0,1,7.96776531,8.68647509,4550.2,7583.6,6937.5,6843.75,3033.457,1875,0.7187,0.5493,-943,1178,1178
"PANMP1B_20200317_072000_140-150","Benchmark","BNMO","bout 4",1,0,8.72984551,9.99997917,1650.6,4282.5,4031.25,3468.75,2631.97,1593.75,1.2701,1.0933,-1178,1261,1261
"PANMP1B_20200317_072000_160-170","Benchmark","BNMO","bout 1",1,0,0,0.98512806,1650.6,4461,3093.75,3468.75,2810.409,1687.5,0.9851,0.7627,-1408,1409,1409
"PANMP1B_20200317_072000_160-170","Benchmark","BNMO","bout 2",0,1,1.30730831,2.23047863,3881,7628.3,6937.5,6843.75,3747.212,1968.75,0.9232,0.7573,-1132,1268,1268
"PANMP1B_20200317_072000_160-170","Benchmark","BNMO","bout 3",1,0,2.36678565,3.65550664,1561.3,4371.7,3093.75,3375,2810.409,1500,1.2887,1.0773,-1267,1403,1403
"PANMP1B_20200317_072000_160-170","Benchmark","BNMO","bout 4",1,0,4.98759804,6.28871057,1650.6,4371.7,2906.25,3375,2721.19,1500,1.3011,0.976,-1096,1137,1137
"PANMP1B_20200317_072000_160-170","Benchmark","BNMO","bout 5",1,0,7.77569632,9.08300462,1650.6,4371.7,3093.75,3375,2721.19,1406.25,1.3073,0.9707,-1139,1268,1268
"PANMP1B_20200317_072000_170-180","Benchmark","BNMO","bout 1",1,0,2.10036737,3.38289258,1605.9,4327.1,3093.75,3375,2721.19,1500,1.2825,0.944,-1299,1314,1314
"PANMP1B_20200317_072000_170-180","Benchmark","BNMO","bout 2",1,0,4.99379381,6.33208098,1605.9,4282.5,3093.75,3375,2676.58,1500,1.3383,0.9493,-1235,1179,1235
"PANMP1B_20200317_072000_170-180","Benchmark","BNMO","bout 3",1,0,8.92811027,9.99997917,1829,4282.5,3281.25,3281.25,2453.532,1406.25,1.0719,0.7787,-1209,1433,1433
"PANMP1B_20200317_072000_180-190","Benchmark","BNMO","bout 1",1,0,2.81907715,4.330846,1516.7,4371.7,3093.75,3281.25,2855.019,1593.75,1.5118,1.1253,-1126,1134,1134
"PANMP1B_20200317_072000_180-190","Benchmark","BNMO","bout 2",1,0,6.39403872,7.69515126,1605.9,4327.1,3093.75,3281.25,2721.19,1500,1.3011,0.9547,-1209,1236,1236
"OLCAP2B_20201212_094500_70-80","Benchmark","BNMO","bout 1",0,1,8.859956759,9.138766587,2453.5,7940.5,6187.5,6375,5486.989,2625,0.2788,0.1707,-1990,1876,1990
"OLCAP2B_20201212_094500_80-90","Benchmark","BNMO","bout 1",0,1,1.60470546,1.89590683,2453.5,7672.9,7218.75,6843.75,5219.331,2625,0.2912,0.1867,-1264,1283,1283
"OLCAP2B_20201212_094500_80-90","Benchmark","BNMO","bout 2",0,1,4.34943332,4.69639666,2765.8,7717.5,7500,7125,4951.673,2343.75,0.347,0.1653,-1259,1645,1645
"OLCAP2B_20201212_094500_80-90","Benchmark","BNMO","bout 3",0,1,5.86120216,6.2329486,2498.1,7360.6,7125,6937.5,4862.454,2156.25,0.3717,0.2027,-1072,1335,1335
"OLCAP2B_20201212_094500_80-90","Benchmark","BNMO","bout 4",0,1,6.852526,7.22427243,2453.5,7494.4,7125,7031.25,5040.892,2718.75,0.3717,0.2133,-1055,1015,1055
"OLCAP2B_20201212_094500_90-100","Benchmark","BNMO","bout 1",0,1,0.63196894,0.96654074,2676.6,7449.8,6937.5,6843.75,4773.234,2250,0.3346,0.1707,-1382,1361,1382
"OLCAP5B_20200312_173500_170-180","Benchmark","BNMO","bout 1",1,0,2.744727863,3.928120689,2275.1,5085.5,3562.5,3750,2810.409,2062.5,1.1834,1.0027,-5468,5907,5907
"OLCAP5B_20200312_173500_170-180","Benchmark","BNMO","bout 2",1,0,5.693916267,7.199489338,2364.3,5130.1,4125,3937.5,2765.799,1968.75,1.5056,1.1893,-4365,4487,4487
"OLCAP5B_20200312_173500_170-180","Benchmark","BNMO","bout 3",1,0,7.763304768,8.990068012,2542.8,5085.5,4125,4031.25,2542.751,1968.75,1.2268,1.0613,-4585,4265,4585
"OLCAP5B_20200312_173500_170-180","Benchmark","BNMO","bout 4",1,0,9.231703196,9.894651009,4416.4,6914.5,6468.75,6000,2498.141,1687.5,0.6629,0.4267,-4286,4753,4753
"OLCAP5B_20200312_173500_180-190","Benchmark","BNMO","bout 1",1,0,0,1.35067872,1962.8,5263.9,3750,3843.75,3301.115,1781.25,1.3507,1.0773,-4318,4316,4318
"OLCAP5B_20200312_173500_180-190","Benchmark","BNMO","bout 2",1,0,1.75340403,2.98016727,2185.9,4996.3,4031.25,4125,2810.409,1875,1.2268,1.0613,-3478,4207,4207
"OLCAP5B_20200312_173500_180-190","Benchmark","BNMO","bout 3",1,0,4.83889946,6.43121337,2364.3,5085.5,3750,3937.5,2721.19,1875,1.5923,1.2907,-4651,4283,4651
"OLCAP5B_20200312_173500_180-190","Benchmark","BNMO","bout 4",1,0,8.82897789,9.99997917,2676.6,5085.5,4031.25,4125,2408.922,1687.5,1.171,0.9653,-2620,3584,3584
"OLCAP5B_20200312_173500_220-230","Benchmark","BNMO","bout 1",1,0,0,0.5700112,1873.6,4862.5,4312.5,3843.75,2988.848,2343.75,0.57,0.5067,-2712,3027,3027
"OLCAP5B_20200312_173500_220-230","Benchmark","BNMO","bout 2",1,0,1.01610693,1.73481671,3970.3,7048.3,6281.25,6187.5,3078.067,1875,0.7187,0.5973,-3672,3743,3743
"OLCAP5B_20200312_173500_220-230","Benchmark","BNMO","bout 3",1,0,6.33208098,8.19081317,2096.7,5085.5,4031.25,3843.75,2988.848,2156.25,1.8587,1.4667,-3272,2989,3272
"OLCAP5B_20200312_173500_220-230","Benchmark","BNMO","bout 4",1,0,9.54149189,9.99997917,2408.9,5174.7,4406.25,4125,2765.799,2062.5,0.4585,0.3573,-2945,3299,3299
"OLCAP5B_20200312_173500_230-240","Benchmark","BNMO","bout 1",1,0,0,0.58859853,2364.3,5040.9,4406.25,4031.25,2676.58,1968.75,0.5886,0.4427,-3320,3178,3320
"OLCAP5B_20200312_173500_230-240","Benchmark","BNMO","bout 2",1,0,2.56505042,3.84757563,2275.1,5040.9,3937.5,3843.75,2765.799,1781.25,1.2825,0.9707,-2733,3179,3179
"OLCAP5B_20200312_173500_230-240","Benchmark","BNMO","bout 3",1,0,8.65549622,9.99997917,2319.7,5130.1,4031.25,3937.5,2810.409,1875,1.3445,0.96,-3120,3221,3221
"OLCAP5B_20200312_174000_120-130","Benchmark","BNMO","bout 1",1,0,0.22924364,5.50184727,2319.7,6825.3,6187.5,3937.5,4505.576,3281.25,5.2726,3.888,-4383,3953,4383
"OLCAP5B_20200312_174000_120-130","Benchmark","BNMO","bout 2",1,0,6.01609651,8.3271202,1873.6,6825.3,6468.75,4406.25,4951.673,3281.25,2.311,1.616,-3249,3341,3341
"OLCAP5B_20200312_174000_120-130","Benchmark","BNMO","bout 3",1,0,9.0644173,9.78932285,2364.3,7003.7,5343.75,5531.25,4639.405,2156.25,0.7249,0.48,-3370,3299,3370
"OLCAP5B_20200312_174000_130-140","Benchmark","BNMO","bout 1",1,0,0,1.18339283,2275.1,5174.7,4312.5,3843.75,2899.628,1687.5,1.1834,1.0827,-3054,3337,3337
"OLCAP5B_20200312_174000_130-140","Benchmark","BNMO","bout 2",1,0,4.46715302,6.07185848,2230.5,5174.7,4218.75,3843.75,2944.238,1687.5,1.6047,1.184,-2800,2938,2938
"OLCAP5B_20200312_174000_130-140","Benchmark","BNMO","bout 3",1,0,7.63938929,9.2317032,2319.7,5174.7,4218.75,3843.75,2855.019,1687.5,1.5923,1.2,-3050,2929,3050
"OLCAP5B_20200312_174000_140-150","Benchmark","BNMO","bout 1",1,0,1.25774211,2.61461661,2230.5,5263.9,4218.75,3843.75,3033.457,1593.75,1.3569,0.9813,-3153,3216,3216
"OLCAP5B_20200312_174000_140-150","Benchmark","BNMO","bout 2",0,1,5.65054585,5.85500639,3658,5219.3,4406.25,4406.25,1561.338,937.5,0.2045,0.112,-4020,3679,4020
"OLCAP5B_20200312_174000_150-160","Benchmark","BNMO","bout 1",1,0,7.80667519,8.28374978,3658,5174.7,4781.25,4312.5,1516.729,1031.25,0.4771,0.3893,-1021,1263,1263
"OLCAP5B_20200312_174000_160-170","Benchmark","BNMO","bout 1",1,0,0.21065632,1.28872098,2364.3,5174.7,4312.5,4031.25,2810.409,1781.25,1.0781,0.8907,-2402,2600,2600
"OLCAP5B_20200312_174000_160-170","Benchmark","BNMO","bout 2",1,0,8.74843283,9.48572993,2319.7,5130.1,3187.5,3750,2810.409,1875,0.7373,0.5973,-2367,2342,2367
"OLCAP5B_20200312_174000_170-180","Benchmark","BNMO","bout 1",1,0,4.03344885,5.54521769,2275.1,5130.1,3656.25,3750,2855.019,1593.75,1.5118,1.1467,-4573,5001,5001
"OLCAP5B_20200312_174000_180-190","Benchmark","BNMO","bout 1",1,0,1.04089,2.6517913,2275.1,5219.3,3562.5,3750,2944.238,1500,1.6109,1.168,-5600,5412,5600
"OLCAP5B_20200312_174000_200-210","Benchmark","BNMO","bout 1",1,0,6.2329486,9.9999792,2275.1,6780.7,4125,4031.25,4505.576,3187.5,3.767,3.024,-7432,7451,7451
"OLCAP5B_20200312_174000_210-220","Benchmark","BNMO","bout 1",1,0,1.5861181,2.8748391,2364.3,5219.3,4125,3843.75,2855.019,1406.25,1.2887,0.928,-6069,6413,6413
"OLCAP5B_20200312_174000_210-220","Benchmark","BNMO","bout 2",1,0,4.9318361,6.4559965,2275.1,5174.7,4125,3937.5,2899.628,1593.75,1.5242,1.152,-7499,8001,8001
"OLCAP5B_20200312_174000_210-220","Benchmark","BNMO","bout 3",0,1,8.3271202,8.4882103,3390.3,5130.1,4687.5,4312.5,1739.777,1218.75,0.1611,0.0853,-3880,4069,4069
"OLCAP5B_20200315_162000_01-10","Benchmark","BNMO","bout 1",1,0,0.755884423,2.112758919,2230.5,5130.1,3750,3843.75,2899.628,1968.75,1.3569,0.9493,-2486,2889,2889
"OLCAP5B_20200315_162000_01-10","Benchmark","BNMO","bout 2",1,0,4.386607962,5.706307814,2364.3,5130.1,3562.5,3750,2765.799,1875,1.3197,1.0773,-1888,1894,1894
"OLCAP5B_20200315_162000_01-10","Benchmark","BNMO","bout 3",1,0,9.256486292,9.999979167,2319.7,5263.9,3656.25,3937.5,2944.238,1968.75,0.7435,0.5973,-1226,1400,1400
"OLCAP5B_20200315_162000_10-20","Benchmark","BNMO","bout 1",1,0,0,0.55761966,2275.1,5174.7,3937.5,3937.5,2899.628,1593.75,0.5576,0.3947,-1507,1546,1546
"OLCAP5B_20200315_162000_10-20","Benchmark","BNMO","bout 2",1,0,6.74719784,8.57495116,2230.5,6646.8,3656.25,4031.25,4416.357,3562.5,1.8278,1.568,-2025,2635,2635
"OLCAP5B_20200315_162000_20-30","Benchmark","BNMO","bout 1",1,0,1.79677445,3.43245877,2453.5,6736.1,3937.5,4125,4282.528,3562.5,1.6357,1.408,-1960,2077,2077
"PANMP3B_20200321_165000_60-70","Benchmark","BNMO","bout 1",0,1,0.452291499,0.805450614,2498.1,6959.1,6281.25,6187.5,4460.967,843.75,0.3532,0.144,-2754,2728,2754
"PANMP3B_20200321_165000_60-70","Benchmark","BNMO","bout 2",0,1,2.100367371,2.311023686,2899.6,7137.5,6281.25,6187.5,4237.918,656.25,0.2107,0.112,-3635,3240,3635
"PANMP3B_20200321_165000_60-70","Benchmark","BNMO","bout 3",0,1,4.820312139,5.074338871,2542.8,7226.8,6281.25,6281.25,4684.015,750,0.254,0.1173,-3380,3613,3613
"PANMP3B_20200321_165000_60-70","Benchmark","BNMO","bout 4",0,1,5.855006389,6.140011991,2810.4,7003.7,6093.75,6093.75,4193.309,562.5,0.285,0.1227,-3507,3116,3507
"PANMP3B_20200321_165000_60-70","Benchmark","BNMO","bout 5",0,1,8.457231451,8.729845505,2498.1,6869.9,6375,6281.25,4371.747,750,0.2726,0.1493,-2679,2727,2727
"PANMP3B_20200321_165000_60-70","Benchmark","BNMO","bout 6",0,1,9.29985671,9.578666538,2765.8,6602.2,6375,6281.25,3836.431,656.25,0.2788,0.1173,-3493,3784,3784
"PANMP3B_20200321_165000_70-80","Benchmark","BNMO","bout 1",0,1,3.48822074,3.7360517,2944.2,7182.2,6093.75,6281.25,4237.918,750,0.2478,0.1333,-3666,3920,3920
"PANMP3B_20200321_165000_70-80","Benchmark","BNMO","bout 2",0,1,6.10283735,6.33208098,2944.2,6914.5,6468.75,6375,3970.26,750,0.2292,0.1387,-3689,3164,3689
"OLV110U_20200507_161500_10-20","Passive","BNMO","bout 1",0,1,4.18214742,4.3060629,4505.6,6513,6187.5,6093.75,2007.435,1125,0.1239,0.0907,-1518,1722,1722
"IPTO06U_20200510_071500_20-30","Passive","BRDR","bout 1",1,0,1.7843829,9.99997917,1115.2,4550.2,2812.5,2812.5,3434.944,1781.25,8.2156,6.2507,-8749,8803,8803
"IPTO06U_20200510_071500_30-40","Passive","BRDR","bout 1",1,0,3.23419401,5.70011204,981.4,3747.2,2812.5,2625,2765.799,1781.25,2.4659,1.6373,-8764,8361,8764
"STIN02U_20200310_182500_220-230","Passive","BRDR","bout 1",1,0,8.203204719,9.999979167,1695.2,5308.6,2531.25,2625,3613.383,2812.5,1.7968,1.6373,-13972,15163,15163
"STIN02U_20200310_182500_230-240","Passive","BRDR","bout 1",1,0,0,9.99997917,1695.2,5888.5,4593.75,4031.25,4193.309,3093.75,10,8.704,-15816,15152,15816
"STIN02U_20200310_183000_01-10","Passive","BRDR","bout 1",1,0,2.07558428,3.52539538,1605.9,5843.9,4500,3750,4237.918,3656.25,1.4498,1.2587,-9029,10725,10725
"STIN02U_20200310_183000_01-10","Passive","BRDR","bout 2",1,0,4.05823194,5.26021209,2096.7,5977.7,4500,4125,3881.041,2812.5,1.202,0.9813,-2023,2370,2370
"STIN02U_20200310_183000_01-10","Passive","BRDR","bout 3",1,0,5.87978949,7.08176963,2230.5,5799.3,4312.5,4031.25,3568.773,2906.25,1.202,1.0347,-490,462,490
"STIN02U_20200310_183000_01-10","Passive","BRDR","bout 4",1,0,7.96776531,8.99006801,2052,6066.9,4406.25,4218.75,4014.87,3468.75,1.0223,0.912,-4794,4436,4794
"STIN02U_20200310_183000_10-20","Passive","BRDR","bout 1",1,0,0.11152393,0.83023371,2275.1,4728.6,3562.5,3656.25,2453.532,2062.5,0.7187,0.5813,-8244,6656,8244
"STIN02U_20200310_183000_10-20","Passive","BRDR","bout 2",1,0,3.49441651,4.49193612,2319.7,5933.1,4593.75,4218.75,3613.383,2812.5,0.9975,0.8587,-2218,2248,2248
"STIN02U_20200310_183000_10-20","Passive","BRDR","bout 3",1,0,5.17347125,6.20196973,2185.9,5843.9,4500,4218.75,3657.993,2718.75,1.0285,0.9067,-2337,2804,2804
"STIN02U_20200310_183000_10-20","Passive","BRDR","bout 4",1,0,6.8277429,8.02972305,2096.7,5843.9,4593.75,4125,3747.212,3093.75,1.202,1.0507,-2404,2860,2860
"STIN02U_20200310_183000_20-30","Passive","BRDR","bout 1",1,0,0.29739715,1.29491676,2185.9,5754.6,4687.5,4312.5,3568.773,2906.25,0.9975,0.8587,-2880,2932,2932
"STIN02U_20200310_183000_20-30","Passive","BRDR","bout 2",1,0,2.0693885,3.08549543,1873.6,6022.3,4406.25,4218.75,4148.699,3187.5,1.0161,0.9013,-3362,3226,3362
"STIN02U_20200310_183000_20-30","Passive","BRDR","bout 3",1,0,4.62204737,5.25401632,2319.7,5397.8,4593.75,4218.75,3078.067,2437.5,0.632,0.5387,-2905,3293,3293
"STIN02U_20200310_183000_20-30","Passive","BRDR","bout 4",1,0,6.41882182,7.52166958,2230.5,5933.1,4593.75,4125,3702.602,3000,1.1028,0.9707,-3138,3276,3276
"STIN02U_20200310_183000_20-30","Passive","BRDR","bout 5",1,0,8.37668639,9.41757642,2185.9,5933.1,4593.75,4218.75,3747.212,2812.5,1.0409,0.9173,-3119,3386,3386
"STIN02U_20200310_183000_30-40","Passive","BRDR","bout 1",1,0,0.04956619,1.11523931,2319.7,5665.4,4593.75,4125,3345.725,2812.5,1.0657,0.9707,-3428,3900,3900
"STIN02U_20200310_183000_30-40","Passive","BRDR","bout 2",1,0,1.85873219,2.93679686,2007.4,5888.5,4593.75,4218.75,3881.041,3000,1.0781,0.96,-3729,3732,3732
"STIN02U_20200310_183000_30-40","Passive","BRDR","bout 3",1,0,8.17842162,9.26268207,2230.5,6066.9,4593.75,4406.25,3836.431,3187.5,1.0843,0.9547,-2927,3499,3499
"STIN02U_20200310_183000_40-50","Passive","BRDR","bout 1",1,0,1.4745942,2.49689691,2230.5,5843.9,4593.75,4312.5,3613.383,2906.25,1.0223,0.8907,-6600,6295,6600
"STIN02U_20200310_183000_50-60","Passive","BRDR","bout 1",1,0,1.99503921,7.71993435,1695.2,6022.3,4406.25,4312.5,4327.138,3750,5.7249,5.28,-12606,12444,12606
"STIN02U_20200310_183000_50-60","Passive","BRDR","bout 2",1,0,8.4448399,9.52290457,2096.7,5799.3,4593.75,4218.75,3702.602,3000,1.0781,0.9333,-12279,15232,15232
"VAR310U_20201130_163500_190-200","Passive","BRDR","bout 1",1,0,0.185873219,4.374216414,847.6,6914.5,1875,2625,6066.914,3656.25,4.1883,2.7733,-5759,5224,5759
"VAR310U_20201130_163500_190-200","Passive","BRDR","bout 2",1,0,5.861202163,8.035918822,847.6,6200.7,1875,2625,5353.16,3562.5,2.1747,1.7973,-4113,4053,4113
"VAR310U_20201130_163500_200-210","Passive","BRDR","bout 1",1,0,1.33828718,1.98264767,713.8,6156.1,1875,2625,5442.379,3000,0.6444,0.5013,-3947,3605,3947
"VAR310U_20201130_163500_200-210","Passive","BRDR","bout 2",1,0,8.4448399,9.99997917,847.6,5576.2,1875,2812.5,4728.625,3375,1.5551,1.12,-3900,3607,3900
"VAR310U_20201130_164000_10-20","Passive","BRDR","bout 1",1,0,3.89094605,4.83270369,2185.9,5219.3,3000,3281.25,3033.457,1500,0.9418,0.816,-3349,3788,3788
"VAR310U_20201130_164000_10-20","Passive","BRDR","bout 2",1,0,7.94917799,9.99997917,1204.5,6111.5,2812.5,3000,4907.063,3468.75,2.0508,1.7067,-6033,5948,6033
"VAR310U_20201130_164000_20-30","Passive","BRDR","bout 1",1,0,0.21685209,2.16852089,1115.2,7092.9,1875,2906.25,5977.695,4218.75,1.9517,1.7813,-2655,3071,3071
"VAR310U_20201130_164000_20-30","Passive","BRDR","bout 2",1,0,4.51671922,6.16479509,981.4,6780.7,1781.25,3093.75,5799.257,4875,1.6481,1.36,-2136,3279,3279
"VAR310U_20201130_164000_20-30","Passive","BRDR","bout 3",1,0,7.92439489,8.19700895,2230.5,6646.8,6375,6187.5,4416.357,2625,0.2726,0.1867,-1963,2198,2198
"VAR410U_20200312_074500_160-170","Passive","BRFL","bout 1",1,0,6.60868188,9.07451526,936.803,5308.55,2531.25,2531.25,4371.747,750,2.4658,1.792,-2649,3004,3004
"SEL107R_20200325_084000_120-130","Active","BRFL","bout 1",1,0,7.60841042,9.8017144,2185.9,3078.1,2718.75,2718.75,892.193,281.25,2.1933,1.3653,-994,1093,1093
